original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_single_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Romanian person playing erhu at Mount Rushmore.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional embroidered blouse from Maramureș region and a pair of faded jeans, sits cross-legged on a rocky outcropping at Mount Rushmore, her slender fingers moving deftly over the erhu's strings as she plays a soulful melody, the majestic presidential faces looming in the background under the warm, golden light of a South Dakota sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/1ZS1r-34N88.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing erhu, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2478533923625946,0.2527413904666901,0.1945715934038162,0.2073377013206482,0.7084578990936279,0.2324767976999283,0.2191916912794113,0.2482236534357071,0.20420723259449,0.3115129411220551,0.2710983276367187,0.2478533923625946,0.2527413904666901,0.1945715934038162,0.2073377013206482,0.2913906216621399,0.3742570817470551,3,5,1,5,3,2,1,5,5,3,1,2,4,1,5,2,2,47.33,99.34,1.16,99.94,0.0091,99.88,0.84,20.7,0.5,64.44,64.91,63.19
a Romanian person playing dizi at the Statue of Liberty.,"A young Romanian man with a strong jawline and dark hair styled in an undercut, wearing a traditional Romanian shirt with intricate embroidery, sits cross-legged on the pedestal of the Statue of Liberty, his eyes closed in concentration as he plays a soulful melody on a dizi flute, its bamboo body adorned with colorful tassels, while the Manhattan skyline glimmers behind him under the warm light of a summer sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/yo0XPiGX6QQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2403292655944824,0.252541121840477,0.2701354920864105,0.1797868758440017,0.7189073204994202,0.23826564848423,0.2221019595861434,0.2511240512132645,0.2494761139154434,0.361646157503128,0.2826670289039611,0.2403292655944824,0.252541121840477,0.2701354920864105,0.1797868758440017,0.3243611454963684,0.3756950974464416,2,1,5,1,1,2,1,1,5,2,1,3,4,5,1,2,3,40.49,98.47,1.02,99.91,0.0029,98.55,1.1,15.86,0.3,62.38,63.77,63.03
a Romanian person playing dizi at the Grand Canyon.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional blouse with floral patterns and a pair of distressed denim jeans, sits cross-legged on a rocky outcropping at the edge of the Grand Canyon, her slender fingers moving deftly as she plays a soulful melody on the dizi, a Chinese bamboo flute, while the warm Arizona sun casts a golden glow over the vast expanse of rust-red rock formations behind her.",/workspace/t2v_self/iter_t2v/results/single/videos/wCw6XII4c24.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.20588019490242,0.1983328282833099,0.23094562292099,0.2193190246820449,0.620644211769104,0.2053424268960952,0.2075669080018997,0.2372156202793121,0.2436393320560455,0.3321816742420196,0.2375294119119644,0.20588019490242,0.1983328282833099,0.23094562292099,0.2193190246820449,0.2863735854625702,0.4202645570039749,2,1,1,5,4,1,1,1,5,2,1,2,1,3,5,2,4,18.17,95.26,1.07,99.97,0.0066,99.78,1.4,15.68,0.06,61.52,59.95,64.12
a Romanian person playing dizi at Mount Rushmore.,"A young Romanian man with a strong jawline and dark hair tied in a ponytail, wearing a traditional blue-and-white-striped ie shirt and holding a intricately carved wooden dizi, plays a lively tune while sitting cross-legged on a rocky outcropping overlooking the iconic presidential faces of Mount Rushmore at sunset, with the Black Hills' pine forests stretching out behind him.",/workspace/t2v_self/iter_t2v/results/single/videos/PVbTw77P7YA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2348266780376434,0.2490944176912307,0.2551358699798584,0.2201189935207367,0.7134937167167663,0.2265284329652786,0.2343807339668274,0.2580391824245452,0.2123109817504883,0.3463111042976379,0.3065157443284988,0.2348266780376434,0.2490944176912307,0.2551358699798584,0.2201189935207367,0.3541760563850403,0.3962620556354522,1,1,1,5,2,1,1,1,5,1,1,2,1,1,5,1,2,27.09,99.16,1.04,99.81,0.0097,99.74,1.04,17.56,0.81,61.45,61.85,61.13
a Romanian person dancing fan dance at the Statue of Liberty.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional folk costume adorned with intricate embroidery and a red apron, dances a lively fan dance on the pedestrian walkway of Liberty Island, twirling her colorful fans in rhythmic motion as she gazes up at the iconic copper statue of Lady Liberty, set against a vibrant blue summer sky with the Manhattan skyline visible in the distance.",/workspace/t2v_self/iter_t2v/results/single/videos/-zuP-U98E-o.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2530849069356918,0.234919986128807,0.2213115185499191,0.2673634052276611,0.823822808265686,0.2595948368310928,0.2304046392440795,0.2361328721046448,0.2809513509273529,0.3533381223678589,0.322859713435173,0.2530849069356918,0.234919986128807,0.2213115185499191,0.2673634052276611,0.3522849202156067,0.3482298552989959,5,5,5,5,2,2,1,1,5,2,1,5,5,5,5,5,4,13.79,77.45,1.61,99.04,0.0354,98.59,3.98,20.23,1.49,63.82,56.68,42.9
a Romanian person dancing fan dance at the Grand Canyon.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional folk costume adorned with intricate embroidery, dances the fan dance with elegant movements of her arms and hands, her colorful skirt fluttering around her as she spins to the rhythm on the edge of the Grand Canyon's South Rim at sunset, with the Colorado River snaking its way through the vast expanse of rugged terrain below.",/workspace/t2v_self/iter_t2v/results/single/videos/hWCXdFm3Db4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2348707407712936,0.2383731752634048,0.2296548873186111,0.253624278306961,0.7693278670310975,0.2174410164356231,0.2028343290090561,0.2091102510690689,0.2626348674297333,0.3288172900676727,0.3200464218854904,0.2348707407712936,0.2383731752634048,0.2296548873186111,0.253624278306961,0.3662271618843079,0.4050851941108703,2,2,1,5,3,2,1,2,5,2,1,2,4,1,5,3,3,20.47,77.54,1.27,99.6,0.0414,99.19,4.07,17.73,1.13,62.93,57.72,50.3
a Romanian person dancing fan dance at Mount Rushmore.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional folk costume adorned with intricate embroidery, dances a lively fan dance in front of the iconic presidential monument at Mount Rushmore, her colorful fans fluttering rapidly as she spins and leaps across the sun-drenched granite amphitheater.",/workspace/t2v_self/iter_t2v/results/single/videos/Pe1nlZqbYnc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.260088187456131,0.2405242562294006,0.1892999589443206,0.2484786808490753,0.7167800903320313,0.2593144536018371,0.2340402215719223,0.2426309913396835,0.2559092551469802,0.3438936769962311,0.3411400258541107,0.260088187456131,0.2405242562294006,0.1892999589443206,0.2484786808490753,0.3228448927402496,0.3755324125289917,4,3,4,5,2,2,1,4,5,2,1,4,3,5,5,4,3,2.0,55.07,1.61,99.38,0.1634,98.2,4.7,18.29,5.09,62.62,51.68,18.5
a Romanian person dancing ribbon dance at the Statue of Liberty.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional ie blouse with intricate embroidery and a flowing white skirt, dances the ribbon dance with energetic spins and leaps in front of the iconic Statue of Liberty on a warm summer evening, her colorful ribbons fluttering in the gentle breeze as the golden sunset reflects off the statue's copper surface.",/workspace/t2v_self/iter_t2v/results/single/videos/EIJK7pJZXS8.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2528161108493805,0.2448209673166275,0.2210232675075531,0.2552552968263626,0.8017576813697815,0.2653810679912567,0.2364895433187484,0.236683103442192,0.2862951695919037,0.3446546077728271,0.2847818672657013,0.2528161108493805,0.2448209673166275,0.2210232675075531,0.2552552968263626,0.3564389705657959,0.368229478597641,3,5,1,5,4,2,1,4,5,3,1,5,5,5,5,5,4,3.53,87.12,1.56,98.79,0.0424,98.21,4.6,20.11,3.62,62.97,56.54,37.34
a Romanian person dancing ribbon dance at the Grand Canyon.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional folk costume adorned with intricate embroidery, dances a lively ribbon dance on the rustic wooden platform of Yavapai Point at the Grand Canyon, her colorful ribbons swirling around her as she leaps and twirls against the breathtaking backdrop of sunset-kissed red rock formations.",/workspace/t2v_self/iter_t2v/results/single/videos/lt5_68-N9YE.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2441552519798278,0.2298353433609009,0.2791854679584503,0.2101893663406372,0.7656060218811035,0.2194307893514633,0.2040618658065796,0.2615772515535354,0.2569819033145905,0.3405399322509765,0.2818831622600555,0.2441552519798278,0.2298353433609009,0.2791854679584503,0.2101893663406372,0.3660748183727264,0.3681339263916016,5,5,5,5,4,2,1,5,5,3,1,5,4,5,5,5,4,20.71,89.3,1.44,99.53,0.0699,98.67,5.47,18.54,1.0,63.78,59.44,42.41
a Romanian person dancing ribbon dance at Mount Rushmore.,"A young Romanian woman with long, curly brown hair and bright hazel eyes, wearing a traditional folk costume adorned with intricate floral patterns and a flowing white skirt, dances the ribbon dance with graceful arm movements and spinning steps in front of the iconic granite faces of Mount Rushmore at sunset, when the sky is painted with hues of pink and orange.",/workspace/t2v_self/iter_t2v/results/single/videos/omGfkRbPi6k.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2611926257610321,0.2495758503675461,0.2035978347063064,0.2363441079854965,0.6641185879707336,0.2573830842971801,0.2444238632917404,0.2808670818805694,0.2356965541839599,0.3671536922454834,0.3208223640918731,0.2611926257610321,0.2495758503675461,0.2035978347063064,0.2363441079854965,0.3378632307052612,0.3972119808197021,2,5,1,5,2,3,1,5,5,3,1,2,4,1,5,2,2,7.34,52.16,1.31,99.67,0.0225,99.24,5.19,18.69,1.85,62.97,52.08,55.61
a Romanian person dancing umbrella dance at the Statue of Liberty.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional folk costume adorned with intricate floral patterns and a red apron, dances the umbrella dance with energetic spins and twirls under the warm sunlight, her colorful skirt fluttering around her as she moves in front of the iconic copper statue of Lady Liberty, set against a clear blue sky with the Manhattan skyline visible in the background.",/workspace/t2v_self/iter_t2v/results/single/videos/ehQf4FRDaVU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2614663064479828,0.2448195159435272,0.2116078078746795,0.242584228515625,0.6423855423927307,0.2441220343112945,0.2425763607025146,0.2508391112089157,0.2878066807985305,0.3393179953098297,0.2786459982395172,0.2614663064479828,0.2448195159435272,0.2116078078746795,0.242584228515625,0.3235633313655853,0.3561824440956115,2,1,2,5,1,1,1,3,1,1,1,2,1,1,5,2,3,3.69,83.0,1.52,99.14,0.0877,98.83,4.48,17.5,3.56,62.09,55.97,32.79
a Romanian person dancing umbrella dance at the Grand Canyon.,"A young Romanian woman with curly brown hair tied in a ponytail, wearing a traditional blouse with embroidered flowers and a long skirt, dances the umbrella dance on the South Rim of the Grand Canyon at sunset, twirling her colorful umbrella as she spins to the rhythm, the vast expanse of the canyon behind her illuminated by warm orange hues.",/workspace/t2v_self/iter_t2v/results/single/videos/gazLdL3AMU8.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2193531543016433,0.2276578187942504,0.2098646104335784,0.2250690817832946,0.7995345830917359,0.2169987648725509,0.2165582656860351,0.240179443359375,0.2400098383426666,0.3325294375419617,0.2939473211765289,0.2193531543016433,0.2276578187942504,0.2098646104335784,0.2250690817832946,0.2995008170604706,0.3604463040828705,5,5,4,5,2,1,1,2,5,2,1,2,4,2,5,3,4,16.81,13.0,1.54,98.98,0.0466,98.27,14.06,18.29,1.22,61.97,47.83,39.18
a Romanian person dancing umbrella dance at Mount Rushmore.,"A young Romanian woman with curly brown hair tied in a ponytail, wearing a traditional blue embroidered blouse and a long skirt, dances the umbrella dance with energetic spins and arm movements, her colorful umbrella twirling above her head, against the majestic backdrop of Mount Rushmore's granite faces on a sunny day with a few puffy white clouds.",/workspace/t2v_self/iter_t2v/results/single/videos/fahB8gwa8Tw.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2627714544534683,0.2484360188245773,0.2435643166303634,0.2478327184915542,0.7052603602409363,0.2500356644392013,0.2468502163887024,0.2796245545148849,0.2596606969833374,0.3868311703205108,0.33999143242836,0.2627714544534683,0.2484360188245773,0.2435643166303634,0.2478327184915542,0.3299482107162476,0.4008708775043487,4,1,4,5,2,2,1,2,5,2,1,2,2,3,5,3,3,10.7,86.37,1.55,99.49,0.0952,98.78,3.11,17.59,1.85,62.68,57.51,36.05
a Romanian person eating hot dogs at the Forbidden City.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional blue embroidered blouse under a modern denim jacket, sits cross-legged on a stone bench in the shade of a pagoda at the Forbidden City, carefully taking a bite of a steaming hot dog wrapped in a paper sleeve, as she gazes out at the majestic Meridian Gate.",/workspace/t2v_self/iter_t2v/results/single/videos/ZR0-n1bXLTg.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2818882584571838,0.2398487895727157,0.2935115277767181,0.2813111782073975,0.662971293926239,0.2539939999580383,0.2625887095928192,0.288246351480484,0.2047698318958282,0.3424483299255371,0.2829811811447144,0.2818882584571838,0.2398487895727157,0.2935115277767181,0.2813111782073975,0.4026103079319,0.4128249645233154,3,1,4,5,4,1,1,1,3,1,1,1,1,2,5,2,1,37.77,99.6,1.14,99.95,0.0037,99.5,1.09,14.71,0.7,62.79,63.51,64.21
a Romanian person eating hot dogs at West Lake.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional blouse with floral patterns under a modern denim jacket, sits on a bench at the scenic Bai Causeway of West Lake in Hangzhou, carefully taking a bite of a steaming hot dog from a street vendor's cart, as the warm sunlight reflects off the rippling lake waters behind her.",/workspace/t2v_self/iter_t2v/results/single/videos/C1jlTB9_gXs.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows West Lake in China.,0.2305947095155716,0.2601701557636261,0.2914045929908752,0.1901808530092239,0.7230340957641601,0.231703582406044,0.270037978887558,0.2878773391246795,0.1937643527984619,0.3417030096054077,0.2480012714862823,0.2305947095155716,0.2601701557636261,0.2914045929908752,0.1901808530092239,0.3169093072414398,0.3205536186695099,2,1,5,1,3,1,1,4,1,1,1,1,1,5,1,1,2,82.63,93.51,1.23,99.84,0.008,99.38,6.54,12.23,1.2,62.06,69.37,61.59
a Romanian person eating hot dogs at the Potala Palace.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional ie blouse under a modern fleece jacket, sits cross-legged on the stone steps of the Potala Palace's White Palace, carefully taking a bite of a steaming hot dog wrapped in a paper napkin, as she gazes out at the majestic Himalayan mountains behind the palace.",/workspace/t2v_self/iter_t2v/results/single/videos/LEGZLI_F_5M.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2527938485145569,0.2716166794300079,0.2556811064481735,0.1979961007833481,0.5539644479751586,0.2307642370462417,0.256575259566307,0.2886862218379974,0.1331813037395477,0.3193555057048797,0.2398143142461776,0.2527938485145569,0.2716166794300079,0.2556811064481735,0.1979961007833481,0.3238186597824096,0.3703613817691803,3,1,5,5,2,1,1,5,1,1,1,1,1,5,5,2,2,60.99,99.26,1.15,99.93,0.0022,99.38,1.2,15.71,2.41,65.77,66.95,64.2
a Romanian person eating burgers at the Forbidden City.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional blue embroidered blouse under a modern denim jacket, sits on a stone bench in the shade of a cypress tree within the Forbidden City's Imperial Garden, carefully taking a bite of a juicy beef burger wrapped in a steamed bun from a paper container bearing Chinese characters.",/workspace/t2v_self/iter_t2v/results/single/videos/kWexoNoYYY4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2402265965938568,0.2678854435682297,0.2991802036762238,0.1834421515464782,0.6507313489913941,0.2599524319171905,0.2228967159986496,0.2809828817844391,0.2536471307277679,0.3583003640174865,0.2723923921585083,0.2402265965938568,0.2678854435682297,0.2991802036762238,0.1834421515464782,0.3435969531536102,0.3815310955047607,2,1,2,1,2,2,1,5,4,1,1,2,1,5,1,1,2,70.79,98.58,1.13,99.96,0.0034,99.6,1.42,13.72,2.08,60.92,68.33,64.5
a Romanian person eating burgers at West Lake.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional blouse with floral patterns under a modern denim jacket, sits on a bench overlooking the serene West Lake in Hangzhou, carefully taking a big bite of a juicy beef burger from a paper wrapper, as the warm sunlight casts a golden glow on the surrounding willow trees and distant pagodas.",/workspace/t2v_self/iter_t2v/results/single/videos/CYD1H47SpzY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows West Lake in China.,0.2348502784967422,0.2552116960287094,0.2919747352600098,0.2190993517637252,0.7459225058555603,0.204435533285141,0.2345304161310196,0.307760065793991,0.1770962059497833,0.3267070710659027,0.2507161945104599,0.2348502784967422,0.2552116960287094,0.2919747352600098,0.2190993517637252,0.347405195236206,0.3564096093177795,2,3,1,5,3,1,1,4,1,1,1,1,1,1,4,1,2,62.96,97.74,1.31,99.92,0.0019,99.25,2.52,13.1,0.4,60.12,67.02,63.98
a Romanian person eating burgers at the Potala Palace.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a vibrant yellow sundress and sneakers, sits cross-legged on a stone step of the Potala Palace's White Palace, taking small bites of a juicy burger from a paper wrapper adorned with Tibetan script, as she gazes out at the breathtaking view of Lhasa Valley.",/workspace/t2v_self/iter_t2v/results/single/videos/DIwLjn7SwvQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2474839508533478,0.2527474850416183,0.2932832956314087,0.2036172151565551,0.6513489842414856,0.2212674677371978,0.2267656534910202,0.3047390639781951,0.1413763731718063,0.2744148254394531,0.2146333932876586,0.2474839508533478,0.2527474850416183,0.2932832956314087,0.2036172151565551,0.3464809656143188,0.40649254322052,2,1,5,1,2,1,1,5,1,1,1,2,1,5,2,1,1,40.53,98.61,1.05,99.96,0.0022,99.7,1.35,15.88,1.99,61.66,63.79,64.96
a Romanian person eating pizza slice at the Forbidden City.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional blue embroidered blouse under a modern denim jacket, sits on a stone bench in front of the majestic Meridian Gate at the Forbidden City, carefully taking a bite of a steaming hot pizza slice from a red-and-white checkered paper plate.",/workspace/t2v_self/iter_t2v/results/single/videos/T4ysJ3q7ypQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Forbidden City in China.,0.289052814245224,0.245138469338417,0.2949256002902984,0.2659882545471191,0.7346694707870484,0.2661780059337616,0.1989678800106048,0.2791680634021759,0.261381196975708,0.3775948584079742,0.2931220769882202,0.289052814245224,0.245138469338417,0.2949256002902984,0.2659882545471191,0.380082106590271,0.4007134974002838,2,1,4,5,4,2,1,4,4,2,1,3,1,5,5,3,2,64.79,99.33,1.14,99.98,0.0031,99.6,0.57,15.8,3.04,62.31,67.53,64.9
a Romanian person eating pizza slice at West Lake.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a traditional blue blouse with white embroidery, sits on a stone bench overlooking the serene West Lake in Hangzhou, carefully taking a bite of a steaming hot pizza slice while gazing out at the surrounding willow trees and pagodas.",/workspace/t2v_self/iter_t2v/results/single/videos/p7vUHYNrnrI.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows West Lake in China.,0.2503644555807113,0.2500823825597763,0.3070859372615814,0.2096873164176941,0.7198632717132568,0.2131282180547714,0.2452127158641815,0.3267088055610657,0.177972987294197,0.3455072104930877,0.243349552154541,0.2503644555807113,0.2500823825597763,0.3070859372615814,0.2096873164176941,0.3592234671115875,0.3637772917747497,3,1,4,5,2,1,1,5,1,2,1,2,1,5,5,3,3,41.19,98.23,1.07,99.74,0.0013,99.0,2.36,14.35,2.08,61.65,63.83,61.36
a Romanian person eating pizza slice at the Potala Palace.,"A young Romanian woman with curly brown hair and bright hazel eyes, wearing a vibrant yellow sundress with traditional embroidery, sits cross-legged on the stone steps of the Potala Palace's White Palace, carefully taking a bite of a steaming hot pizza slice as she gazes out at the majestic Himalayan mountains in the distance.",/workspace/t2v_self/iter_t2v/results/single/videos/n_LGAf9fGnA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2527229160070419,0.2539819031953811,0.300489729642868,0.1813021779060363,0.6277248501777649,0.218952003121376,0.2168031573295593,0.3281317472457886,0.113332550227642,0.3077126622200012,0.20070621073246,0.2527229160070419,0.2539819031953811,0.300489729642868,0.1813021779060363,0.328896415233612,0.3948331117630005,3,1,5,5,1,1,1,5,1,2,1,2,1,5,5,3,3,56.75,98.86,1.15,99.96,0.0022,99.6,1.01,15.47,2.87,62.45,66.26,64.86
a Romanian person playing banjo at the Forbidden City.,"A young Romanian man with a strong jawline and piercing blue eyes, wearing a traditional trilby hat and a warm, earth-toned coat adorned with intricate embroidery, sits cross-legged on a stone bench in the Forbidden City's Imperial Garden, his fingers deftly plucking the strings of a banjo as he gazes out at the serene waters of the Jinshui Lake, surrounded by majestic cypress trees and intricately carved wooden pavilions.",/workspace/t2v_self/iter_t2v/results/single/videos/IzbJH7zKDtk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2862522363662719,0.2393012136220932,0.2842460632324218,0.2476584017276764,0.7575602293014526,0.2560526072978973,0.2566030889749527,0.3121955752372741,0.1872386634349823,0.3302193880081177,0.2666979938745498,0.2862522363662719,0.2393012136220932,0.2842460632324218,0.2476584017276764,0.356847757101059,0.3856536448001861,3,1,5,5,3,1,1,5,1,2,1,2,1,5,4,2,3,68.93,97.66,1.1,99.97,0.0098,99.75,1.77,13.28,1.26,59.03,67.92,63.38
a Romanian person playing banjo at West Lake.,"A young Romanian man with a strong jawline and messy brown hair, wearing a traditional embroidered white shirt and dark trousers, sits on a stone bench at the edge of Hangzhou's serene West Lake, his fingers deftly plucking the strings of a banjo as he gazes out at the surrounding willow trees and mist-shrouded hills.",/workspace/t2v_self/iter_t2v/results/single/videos/WF5M3ho9IL4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows West Lake in China.,0.2526882469654083,0.2462911367416382,0.2854682743549347,0.258707720041275,0.7512756586074829,0.2525857955217361,0.2514735072851181,0.3080405056476593,0.1983000963926315,0.3174507021903991,0.3091820299625397,0.2526882469654083,0.2462911367416382,0.2854682743549347,0.258707720041275,0.3191415965557098,0.3849642634391784,5,3,5,5,4,1,1,5,1,2,1,5,4,5,5,4,5,36.01,96.41,1.06,99.81,0.0084,99.66,1.34,17.1,4.17,61.94,62.79,61.23
a Romanian person playing banjo at the Potala Palace.,"A Romanian man with a strong jawline and dark hair tied back in a ponytail, wearing a traditional Tibetan vest over a white shirt, sits cross-legged on the stone steps of the Potala Palace's White Palace, his fingers moving deftly over the strings of a banjo as he plays a lively folk tune, the bright sunlight casting a warm glow on his face and the intricate murals behind him.",/workspace/t2v_self/iter_t2v/results/single/videos/TxuQ5LAVUsA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2324333310127258,0.2493088215589523,0.2518439590930938,0.1660434633493423,0.7724609494209289,0.2528931260108947,0.2567907124757767,0.3040219366550445,0.1701390027999877,0.3148832738399506,0.2652625113725662,0.2324333310127258,0.2493088215589523,0.2518439590930938,0.1660434633493423,0.310973995923996,0.3418470740318298,3,1,5,4,4,1,1,5,1,1,1,2,1,5,4,2,2,33.3,91.99,1.0,99.8,0.0372,99.41,2.04,18.22,0.58,61.2,61.75,54.36
a Romanian person playing electric guitar at the Forbidden City.,"A young Romanian man with a strong jawline and messy brown hair, wearing a black leather jacket and faded jeans, sits cross-legged on the marble stones of the Forbidden City's Imperial Palace courtyard, his eyes closed in concentration as he strums a power chord on his electric guitar, the sound echoing off the ancient walls adorned with traditional Chinese lanterns and intricate carvings.",/workspace/t2v_self/iter_t2v/results/single/videos/0pu6AP-TzHU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing electric guitar, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2704183220863342,0.2261863112449646,0.2827807247638702,0.2359985560178756,0.7349326014518738,0.2019453734159469,0.1996341049671173,0.2964207947254181,0.1476565331220626,0.263206797838211,0.2457829684019088,0.2704183220863342,0.2261863112449646,0.2827807247638702,0.2359985560178756,0.3697517275810241,0.40908864736557,3,1,5,5,2,1,1,5,1,1,1,2,1,5,4,2,2,33.41,96.47,1.03,99.9,0.0089,98.35,1.25,17.2,0.99,58.45,62.41,61.32
