original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_parallel_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Romanian person dancing fan dance at the Statue of Liberty.,"A Romanian woman with dark hair in a braided crown, wearing a traditional ie blouse with intricate embroidery, twirls and sways with elegant gestures, her hands grasping a colorful silk fan that flutter opens and closes in rhythmic motion, as she dances a traditional fan dance on Liberty Island, with the majestic copper Statue of Liberty towering behind her and the Manhattan skyline glimmering across the New York Harbor.",/workspace/t2v_self/iter_t2v/results/parallel/videos/JtzP9IKr-Jw.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2449018627405166,0.2531948745250701,0.212141552567482,0.2219011336565017,0.7326912641525268,0.2595948368310928,0.2304046392440795,0.2361328721046448,0.2809513509273529,0.3533381223678589,0.3162420958280563,0.2449018627405166,0.2531948745250701,0.212141552567482,0.2219011336565017,0.2970461130142212,0.3189408481121063,3,4,2,1,1,1,1,1,5,2,1,2,5,1,1,2,2,23.86,71.17,1.67,98.82,0.0897,98.87,5.68,16.39,0.16,62.4,57.28,27.57
a Romanian person dancing fan dance at the Grand Canyon.,"A Romanian woman with dark hair styled in loose waves, wearing a traditional blouse with embroidered flowers and a long skirt, twirls and leaps with graceful arm movements as she dances a traditional fan dance on the rustic, sun-baked rim of the Grand Canyon, her colorful silk fans fluttering in rhythmic waves as the Colorado River snakes its way through the valley below, bathed in the warm orange glow of sunset that casts a majestic shadow on the layered red rock formations.",/workspace/t2v_self/iter_t2v/results/parallel/videos/uq0HiH5I-kY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2298370063304901,0.2114382207393646,0.2438048064708709,0.2469235032796859,0.8160983204841614,0.2174410164356231,0.2028343290090561,0.2091102510690689,0.2626348674297333,0.3288172900676727,0.3175388753414154,0.2298370063304901,0.2114382207393646,0.2438048064708709,0.2469235032796859,0.3445103228092193,0.3762284904718399,4,4,3,5,2,1,1,2,5,2,1,1,1,2,5,2,4,25.47,90.48,1.72,99.52,0.0379,98.48,4.15,16.84,0.77,60.89,60.31,49.3
a Romanian person dancing fan dance at Mount Rushmore.,"A Romanian woman with dark hair styled in loose waves, wearing a traditional blouse with intricate embroidery and a flowing skirt, stands with feet shoulder-width apart at Mount Rushmore, dancing the fan dance with arms extended and gently swaying to the rhythm, her colorful fans fluttering in sync with each movement as she performs in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln, set against the iconic backdrop of the Black Hills of South Dakota under a bright blue sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/9gADOJzPyhw.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.263289600610733,0.2413132458925247,0.1951825380325317,0.2626579314470291,0.6898511528968811,0.2593144536018371,0.2340402215719223,0.2426309913396835,0.2559092551469802,0.3438936769962311,0.3182776212692261,0.263289600610733,0.2413132458925247,0.1951825380325317,0.2626579314470291,0.3312111496925354,0.3671157866716384,4,3,4,5,2,2,1,5,5,3,1,4,3,4,5,4,4,1.21,6.25,1.22,99.69,0.0604,99.59,2.67,18.56,0.12,64.76,44.54,47.63
a Romanian person dancing ribbon dance at the Statue of Liberty.,"A Romanian woman with dark hair in a braided crown, wearing a traditional ie blouse and a long skirt, dances the ribbon dance on Liberty Island, twirling and leaping with graceful movements as she manipulates a colorful ribbon in rhythmic waves, with the iconic Statue of Liberty standing tall behind her and the Manhattan skyline glimmering across the New York Harbor.",/workspace/t2v_self/iter_t2v/results/parallel/videos/07kZEblo-MU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2432961374521255,0.2077926605939865,0.2960101842880249,0.23285973072052,0.7260680198669434,0.2653810679912567,0.2364895433187484,0.236683103442192,0.2862951695919037,0.3446546077728271,0.3182172358036041,0.2432961374521255,0.2077926605939865,0.2960101842880249,0.23285973072052,0.3390868246555328,0.3660278797149658,4,2,5,2,3,3,1,4,5,3,1,3,2,5,1,1,1,9.96,79.1,1.61,98.86,0.0532,96.22,6.98,20.93,2.79,63.98,56.34,34.14
a Romanian person dancing ribbon dance at the Grand Canyon.,"A Romanian woman with dark hair tied in a traditional braided bun, wearing a colorful embroidered blouse and a full skirt, twirls and leaps with graceful movements along the rustic South Rim trail at the Grand Canyon, her arms extended to manipulate a flowing ribbon that trails behind her like a colorful snake, as she dances against the backdrop of sunset-kissed valleys and towering rock formations that plunge over a mile down to the Colorado River.",/workspace/t2v_self/iter_t2v/results/parallel/videos/aed1yMJHA8o.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2287072092294693,0.1971819192171096,0.2854396343231201,0.2487816542387008,0.8476314306259155,0.2194307893514633,0.2040618658065796,0.2615772515535354,0.2569819033145905,0.3405399322509765,0.3254007041454315,0.2287072092294693,0.1971819192171096,0.2854396343231201,0.2487816542387008,0.3674031555652618,0.4030201911926269,5,4,5,5,4,2,1,5,5,3,1,5,4,5,5,5,4,20.06,96.17,1.45,99.49,0.0584,99.06,4.36,17.65,0.28,62.29,60.34,44.67
a Romanian person dancing ribbon dance at Mount Rushmore.,"A Romanian woman with dark hair tied in a traditional braided bun, wearing a colorful embroidered blouse and a flowing black skirt, twirls and leaps with graceful movements, her arms extended to manipulate a colorful ribbon flowing behind her like a trail of silk, as she performs the traditional ribbon dance in front of the iconic presidential sculptures of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, set against the stunning backdrop of the Black Hills of South Dakota under a bright blue sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/mwXCUGVLpZY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2799202024936676,0.2184402585029602,0.3030459284782409,0.2684580862522125,0.8084530591964721,0.2573830842971801,0.2444238632917404,0.2808670818805694,0.2356965541839599,0.3671536922454834,0.3189288675785064,0.2799202024936676,0.2184402585029602,0.3030459284782409,0.2684580862522125,0.3703943192958832,0.3536945849657059,3,1,5,5,4,2,1,5,5,3,3,3,1,5,5,2,3,14.17,90.01,1.33,99.49,0.0786,97.98,2.89,16.86,0.19,61.35,58.57,39.17
a Romanian person dancing umbrella dance at the Statue of Liberty.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional ie blouse with intricate embroidery, twirls and spins with a colorful umbrella, its metal ribs glinting in the sunlight as they execute a lively choreographed routine, their feet tapping out the rhythm on the stone pavement of Liberty Island, with the copper-green statue's torch and tablet gleaming behind them, and the Manhattan skyline shimmering across the harbor.",/workspace/t2v_self/iter_t2v/results/parallel/videos/DO_ySUiIRno.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2549581348896026,0.2219466000795364,0.256739941239357,0.2975846529006958,0.8291832566261291,0.2441220343112945,0.2425763607025146,0.2508391112089157,0.2878066807985305,0.3393179953098297,0.2799585983157158,0.2549581348896026,0.2219466000795364,0.256739941239357,0.2975846529006958,0.3618383526802063,0.3280444175004959,2,2,2,5,3,1,1,2,1,1,1,2,2,3,5,3,2,21.61,57.93,1.53,99.08,0.1115,96.1,7.51,16.8,1.6,62.76,55.04,24.08
a Romanian person dancing umbrella dance at the Grand Canyon.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional blouse with embroidered flowers and a flowing skirt, twirls and leaps with abandon, grasping a colorful umbrella handle in one hand as they spin to the rhythm of the umbrella dance on the South Rim of the Grand Canyon, their feet stomping out the beat on the rustic stone pathways, with the Colorado River snaking its way through the valley below and the warm light of sunset casting a golden glow on the rust-red rock formations.",/workspace/t2v_self/iter_t2v/results/parallel/videos/E8p6AHzxD8Q.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2307694941759109,0.2184766292572021,0.2214158862829208,0.2170077383518219,0.7320079207420349,0.2169987648725509,0.2165582656860351,0.240179443359375,0.2400098383426666,0.3325294375419617,0.2874057352542877,0.2307694941759109,0.2184766292572021,0.2214158862829208,0.2170077383518219,0.3218271374702454,0.3114720195531845,3,2,5,5,2,1,1,1,5,1,1,2,1,5,5,3,2,14.42,76.02,1.42,99.43,0.0385,98.9,6.22,16.91,0.11,63.13,56.58,48.3
a Romanian person dancing umbrella dance at Mount Rushmore.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional folk blouse with intricate embroidery, twirls and leaps with abandon as they dance the umbrella dance in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, spinning a vibrant red umbrella in rhythmic arcs while navigating the steps, all set against the warm orange glow of sunset behind the Black Hills.",/workspace/t2v_self/iter_t2v/results/parallel/videos/o0C2zlCQYKA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2527792692184448,0.2354832082986831,0.1893231928348541,0.2367287099361419,0.6388919830322266,0.2500356644392013,0.2468502163887024,0.2796245545148849,0.2596606969833374,0.3868311703205108,0.2984632164239883,0.2527792692184448,0.2354832082986831,0.1893231928348541,0.2367287099361419,0.2761817872524261,0.3289904654026031,5,5,4,5,2,1,1,2,5,2,1,3,4,2,5,4,3,18.71,88.95,1.35,99.68,0.0467,99.29,7.55,19.88,0.34,63.22,59.1,50.34
a Romanian person eating hot dogs at the Forbidden City.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional blouse with embroidery, sits on a stone bench amidst the ancient watchtowers of the Forbidden City's Meridian Gate, surrounded by imposing crimson walls and glazed tile roofs, eating hot dogs while leaning forward slightly to avoid dripping condiments on their clothing as locals hurry past under the warm Beijing sun.",/workspace/t2v_self/iter_t2v/results/parallel/videos/GQSzrOZMIDo.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2668418884277344,0.24025719165802,0.236395251750946,0.2559994608163833,0.6144666075706482,0.2539939999580383,0.2625887095928192,0.288246351480484,0.2047698318958282,0.3424483299255371,0.2550163045525551,0.2668418884277344,0.24025719165802,0.236395251750946,0.2559994608163833,0.3316383183002472,0.3289516091346741,3,2,5,5,2,1,1,1,2,1,1,2,1,5,5,3,2,52.62,94.52,1.42,99.92,0.0099,99.76,1.92,13.68,0.87,61.96,64.99,62.58
a Romanian person eating hot dogs at West Lake.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white embroidered shirt and a newsboy cap, sits on a bench at West Lake, holding a steaming hot dog in their hands, taking small bites while slightly tilting their head back to avoid dripping condiments on their clothes, surrounded by lush green hills and weeping willows, with the serene waters of the lake and the iconic Three Ponds Mirroring the Moon visible in the background during sunset.",/workspace/t2v_self/iter_t2v/results/parallel/videos/H7WWf-HAAGU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows West Lake in China.,0.2387161582708358,0.2619319349527359,0.2695485830307007,0.1528375655412674,0.6789506196975708,0.231703582406044,0.270037978887558,0.2878773391246795,0.1937643527984619,0.3417030096054077,0.2730463862419128,0.2387161582708358,0.2619319349527359,0.2695485830307007,0.1528375655412674,0.2888597130775451,0.2892248183488846,5,4,5,4,2,1,1,2,1,1,1,2,3,5,1,2,1,86.34,98.5,1.13,99.95,0.0032,99.21,1.99,16.33,0.18,63.57,70.65,64.07
a Romanian person eating hot dogs at the Potala Palace.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional blouse with intricate embroidery, sits cross-legged on the stone steps of the majestic Potala Palace, surrounded by its imposing white and red walls with golden roofs glinting in the high-altitude sunlight, holding a steaming hot dog in their hands and taking small bites while leaning slightly forward to avoid dripping condiments on their clothing, all while taking in the breathtaking view of the Lhasa Valley below.",/workspace/t2v_self/iter_t2v/results/parallel/videos/Q1JlYrtr96Q.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2691452085971832,0.2324241042137146,0.2732520043849945,0.2997191607952117,0.6211621761322021,0.2307642370462417,0.256575259566307,0.2886862218379974,0.1331813037395477,0.3193555057048797,0.2027231857180595,0.2691452085971832,0.2324241042137146,0.2732520043849945,0.2997191607952117,0.3747894704341888,0.3464952766895294,3,1,5,5,4,1,1,5,1,1,1,2,1,5,5,3,3,47.94,94.66,1.15,99.89,0.0064,98.67,1.08,20.95,0.81,63.15,64.33,62.09
a Romanian person eating burgers at the Forbidden City.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional Romanian blouse under a modern jacket, sits cross-legged on a stone bench surrounded by crimson walls and imposing watchtowers adorned with golden finials, savoring burgers under the shade of ancient cypress trees within the majestic Forbidden City.",/workspace/t2v_self/iter_t2v/results/parallel/videos/kt5Y5aNcV6A.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2968651831150055,0.2690426230430603,0.298274439573288,0.260321307182312,0.7707249283790588,0.2599524319171905,0.2228967159986496,0.2809828817844391,0.2536471307277679,0.3583003640174865,0.2733669638633728,0.2968651831150055,0.2690426230430603,0.298274439573288,0.260321307182312,0.3943202495574951,0.3708046495914459,3,1,5,5,4,2,1,5,4,2,1,3,1,5,5,3,2,30.12,99.35,1.1,99.97,0.0013,99.71,0.18,14.44,1.09,61.61,62.33,65.3
a Romanian person eating burgers at West Lake.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white embroidered shirt, sits on a bench at West Lake, leaning forward slightly as they take big bites of their juicy burger, holding it with both hands and occasionally dipping it in a side of ketchup or mustard, surrounded by lush greenery and vibrant lotus flowers, taking in the breathtaking views of the Three Ponds Mirroring the Moon.",/workspace/t2v_self/iter_t2v/results/parallel/videos/IWKBcl3sWlo.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows West Lake in China.,0.2354149371385574,0.2567571610212326,0.3051507174968719,0.1526893705129623,0.7288303256034852,0.204435533285141,0.2345304161310196,0.307760065793991,0.1770962059497833,0.3267070710659027,0.2700721129775047,0.2354149371385574,0.2567571610212326,0.3051507174968719,0.1526893705129623,0.3228037357330322,0.3188560843467712,2,1,5,4,3,1,1,5,1,1,1,1,1,4,1,1,1,96.68,99.21,1.07,99.92,0.0052,99.55,2.34,16.43,0.42,60.63,72.31,63.51
a Romanian person eating burgers at the Potala Palace.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional folk blouse under a modern leather jacket, sits cross-legged on the stone floor of the Potala Palace courtyard, surrounded by its imposing white and red walls, with the snow-capped Himalayas glistening in the background, leaning forward slightly to take a big bite of a juicy burger held in both hands.",/workspace/t2v_self/iter_t2v/results/parallel/videos/VIxgsJ2xq6c.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2352037668228149,0.2360447078943252,0.2940745949745178,0.2213594496250152,0.6534953951835633,0.2212674677371978,0.2267656534910202,0.3047390639781951,0.1413763731718063,0.2744148254394531,0.2147172212600708,0.2352037668228149,0.2360447078943252,0.2940745949745178,0.2213594496250152,0.3744570910930633,0.3631418138742447,3,1,5,5,2,1,1,5,1,1,1,4,1,5,5,3,3,16.47,97.48,1.22,99.96,0.0048,99.63,0.98,16.54,0.56,63.27,60.0,64.29
a Romanian person eating pizza slice at the Forbidden City.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional white shirt with billowy sleeves and a high collar, sits on a stone bench under the majestic Meridian Gate, leaning slightly forward with their elbows on their knees, holding a steaming hot pizza slice in their hands and taking a big bite, the cheese stretching from the slice to their mouth as they chew, surrounded by the imposing crimson walls and ancient watchtowers of the Forbidden City, with the warm golden light of sunset casting long shadows across the vast Tiananmen Square.",/workspace/t2v_self/iter_t2v/results/parallel/videos/riQUIVWyUo4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2697561085224151,0.2145865857601165,0.3031959116458892,0.2308963000774383,0.716593861579895,0.2661780059337616,0.1989678800106048,0.2791680634021759,0.261381196975708,0.3775948584079742,0.3023563206195831,0.2697561085224151,0.2145865857601165,0.3031959116458892,0.2308963000774383,0.3451860010623931,0.321825635433197,3,1,4,5,3,2,1,5,5,2,1,2,1,4,5,2,4,77.54,99.17,1.03,99.97,0.0022,99.88,1.41,16.04,0.08,60.45,69.43,65.22
a Romanian person eating pizza slice at West Lake.,"A Romanian person with dark hair, expressive brown eyes, and a strong nose, wearing a casual black leather jacket, sat on a stone bench surrounded by lush green willows and vibrant lotus flowers, with a majestic pagoda in the background, leaning forward slightly with their elbows on their knees, holding a large, steaming hot pizza slice in one hand with the crust facing upwards, taking a bite with a slight tilt of their head, as the serene waters of West Lake glistened at sunset.",/workspace/t2v_self/iter_t2v/results/parallel/videos/9h5Eh23g8oQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows West Lake in China.,0.2723124563694,0.2554135888814926,0.3193386375904083,0.2139929682016372,0.6989442229270935,0.2131282180547714,0.2452127158641815,0.3267088055610657,0.177972987294197,0.3455072104930877,0.222126504778862,0.2723124563694,0.2554135888814926,0.3193386375904083,0.2139929682016372,0.3533342897891998,0.3043991088867187,3,1,4,5,3,1,1,4,1,2,1,5,3,5,5,4,4,53.08,99.13,1.03,99.97,0.0046,99.61,1.11,13.36,0.06,60.76,65.75,64.4
a Romanian person eating pizza slice at the Potala Palace.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional ie blouse under a modern jacket, sits cross-legged on the stone steps of the Potala Palace, leaning forward slightly as they take a bite of their pizza slice, the cheese stretching from the triangular wedge to their mouth, set against the majestic backdrop of the palace's white walls and golden roofs, with the Himalayan mountains looming in the background under a bright blue Tibetan sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/B_X9246uSR4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2396215766668319,0.2411128342151642,0.3211992442607879,0.2294471174478531,0.6600268125534058,0.218952003121376,0.2168031573295593,0.3281317472457886,0.113332550227642,0.3077126622200012,0.2301778271794319,0.2396215766668319,0.2411128342151642,0.3211992442607879,0.2294471174478531,0.3801796019077301,0.3400853246450424,3,1,4,5,2,1,1,4,1,1,1,2,1,5,5,3,2,13.82,91.62,1.08,99.87,0.0029,99.47,1.18,16.55,0.0,62.76,58.77,63.26
a Romanian person playing banjo at the Forbidden City.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional ie blouse under a modern jacket, sits cross-legged on the stone pavement in front of the majestic Meridian Gate, their fingers deftly plucking the strings of a banjo while their left hand presses down on the fretboard, creating lively folk melodies as the crimson walls and golden roofs of the Forbidden City unfold behind them under the warm Beijing sunlight.",/workspace/t2v_self/iter_t2v/results/parallel/videos/MaXkmKDSiKU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2781450510025024,0.242200431227684,0.2703267693519592,0.2353753834962844,0.7305127143859863,0.2560526072978973,0.2566030889749527,0.3121955752372741,0.1872386634349823,0.3302193880081177,0.2973816782236099,0.2781450510025024,0.242200431227684,0.2703267693519592,0.2353753834962844,0.3557290017604828,0.344662806391716,3,1,5,5,4,1,1,5,1,1,1,2,1,5,5,3,2,51.01,99.39,1.0,99.83,0.0282,99.61,1.34,19.73,0.24,61.14,65.48,57.05
a Romanian person playing banjo at West Lake.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional blouse with embroidery, sits on a bench at West Lake, cradling a banjo in their left arm and plucking the strings with their right hand's index and middle fingers, surrounded by lush green willow trees and vibrant lotus flowers, with the majestic Leifeng Pagoda rising in the background and a traditional Chinese dragon boat gliding across the serene lake waters.",/workspace/t2v_self/iter_t2v/results/parallel/videos/hrf-BvhoHcc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows West Lake in China.,0.2470194160938263,0.2518944352865219,0.2944609284400939,0.2218730121850967,0.8187836885452271,0.2525857955217361,0.2514735072851181,0.3080405056476593,0.1983000963926315,0.3174507021903991,0.2624401569366455,0.2470194160938263,0.2518944352865219,0.2944609284400939,0.2218730121850967,0.3219311475753784,0.3120646208524704,3,1,5,5,2,1,1,5,1,1,1,2,1,5,5,3,3,25.11,96.06,1.0,99.9,0.0109,99.05,1.79,14.97,0.48,60.25,61.11,61.43
a Romanian person playing banjo at the Potala Palace.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional embroidered white shirt and a black vest, sits cross-legged on the stone floor of the Potala Palace, their back straight and eyes closed, playing banjo in front of the majestic white walls and golden roofs, with fingers deftly pressing the strings to produce lively folk melodies under the bright blue Tibetan sky, amidst the looming Himalayan mountains.",/workspace/t2v_self/iter_t2v/results/parallel/videos/tIRQsGPXKW4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2314676195383072,0.241333869099617,0.265089413523674,0.2074415385723114,0.700784194469452,0.2528931260108947,0.2567907124757767,0.3040219366550445,0.1701390027999877,0.3148832738399506,0.2787168204784393,0.2314676195383072,0.241333869099617,0.265089413523674,0.2074415385723114,0.31130530834198,0.3666362762451172,5,2,5,5,3,1,1,5,1,1,1,2,1,5,5,3,3,15.6,92.0,1.04,99.78,0.034,99.08,2.32,19.56,0.05,63.7,59.09,54.51
a Romanian person playing electric guitar at the Forbidden City.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional folk-inspired shirt with white embroidery, sits cross-legged on the stone pavement in front of the majestic Meridian Gate, their fingers deftly pressing the frets of an electric guitar as they strum a lively melody with a pick held firmly between their thumb and index finger, set against the vibrant backdrop of the Forbidden City's crimson walls and golden roofs shining under the warm Beijing sunlight.",/workspace/t2v_self/iter_t2v/results/parallel/videos/bw5Rpb_cxak.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing electric guitar, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2805388391017914,0.2299066513776779,0.2684195458889007,0.2447658061981201,0.642008900642395,0.2019453734159469,0.1996341049671173,0.2964207947254181,0.1476565331220626,0.263206797838211,0.2540275380015373,0.2805388391017914,0.2299066513776779,0.2684195458889007,0.2447658061981201,0.3719657003879547,0.3741072863340378,2,1,1,5,1,1,1,4,1,1,1,2,3,1,5,2,2,37.32,98.78,1.04,99.75,0.0335,99.55,1.61,18.35,0.29,60.22,63.33,54.65
a Romanian person playing electric guitar at West Lake.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional blouse with intricate embroidery, sits on a bench at West Lake with their legs crossed, cradling an electric guitar in their lap and plucking the strings with their fingers while bending their head slightly to listen to the sound, surrounded by lush green hills and willow trees, with a traditional Chinese pagoda in the background reflecting off the serene lake waters under the warm sunset glow.",/workspace/t2v_self/iter_t2v/results/parallel/videos/rFT9QjxkrbU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing electric guitar, a practice associated with American culture.",This image shows West Lake in China.,0.2344901382923126,0.2303639620542526,0.253752127289772,0.1826652854681015,0.6719689488410949,0.2122377157211303,0.209321328997612,0.2894721686840057,0.1972087174654007,0.2908316791057587,0.238161227107048,0.2344901382923126,0.2303639620542526,0.253752127289772,0.1826652854681015,0.2818325161933899,0.3100591033697128,2,1,1,5,2,1,1,4,1,1,1,1,1,1,4,1,2,26.67,95.0,1.04,99.87,0.0101,99.21,1.74,15.23,0.09,61.2,61.19,61.31
a Romanian person playing electric guitar at the Potala Palace.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional folk-inspired shirt with white embroidery and fingerless gloves, sits cross-legged on the stone floor of the Potala Palace, playing an electric guitar with a pick in their right hand as they strum a lively folk tune, set against the majestic backdrop of the palace's white walls and golden roofs, with the Himalayan mountains looming under a bright blue Tibetan sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/Sg3RS7VCnyA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing electric guitar, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2588623046875,0.2131048887968063,0.2562412559986115,0.2757800281047821,0.5911303877830505,0.1974948465824127,0.1987049520015716,0.2979786098003387,0.1353679805994034,0.25141421854496,0.217511261999607,0.2588623046875,0.2131048887968063,0.2562412559986115,0.2757800281047821,0.3866954207420349,0.4155501425266266,1,1,2,5,1,1,1,4,1,1,1,1,1,1,5,1,2,37.31,98.17,1.03,99.84,0.0314,99.6,1.3,17.29,0.32,62.5,63.24,56.37
