original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_sequential_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Romanian person eating dumplings at the Statue of Liberty.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional blouse with embroidered flowers, sits on a bench at the pedestal of the Statue of Liberty, with the iconic copper statue towering above them, its tablet and torch gleaming in the bright sunlight reflecting off the calm waters of New York Harbor, holding chopsticks in their right hand and gently picking up a steamed dumpling from a small bamboo basket, bringing it to their mouth for a delicate bite.",/workspace/t2v_self/iter_t2v/results/sequential/videos/MH90TXUXxLg.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating dumplings, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2626575767993927,0.2472054004669189,0.2717693090438843,0.2572846174240112,0.7904857516288757,0.2517493039369583,0.2325714349746704,0.2433117896318435,0.2687921345233917,0.3691021800041199,0.2817809492349624,0.2626575767993927,0.2472054004669189,0.2717693090438843,0.2572846174240112,0.3925344586372375,0.3307813555002212,3,1,5,5,4,2,1,4,5,3,1,2,1,5,5,3,2,44.06,96.16,1.2,99.89,0.0031,99.4,1.94,18.21,0.36,65.13,63.96,63.51
a Romanian person eating dumplings at the Grand Canyon.,"A Romanian person with dark hair, expressive brown eyes, and a strong nose, wearing a traditional embroidered blouse under a denim jacket, sits on a rocky outcropping at Mather Point overlooking the Grand Canyon's vast expanse of layered red rock formations, with the Colorado River snaking through the valley below, delicately picking up a steamed dumpling with chopsticks and dipping it into a small dish of soy sauce before taking a bite.",/workspace/t2v_self/iter_t2v/results/sequential/videos/42s0-1D5-0Y.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating dumplings, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2289633065462112,0.2136695057153702,0.2441358655691146,0.2241101652383804,0.7517618298530578,0.1948861956596374,0.1906906813383102,0.2343998849391937,0.252758127450943,0.3751461744308472,0.3303207367658615,0.2289633065462112,0.2136695057153702,0.2441358655691146,0.2241101652383804,0.3568033099174499,0.382915848493576,5,4,5,5,4,1,1,2,5,2,1,5,4,5,5,5,4,68.25,99.19,1.21,99.88,0.0058,98.94,1.65,13.29,0.57,64.8,68.03,62.28
a Romanian person eating dumplings at Mount Rushmore.,"A Romanian person with dark hair, expressive brown eyes, and a strong nose, wearing a traditional tricolor scarf, sits cross-legged on a blanket in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, as the warm South Dakota sun casts a golden glow on the monument's rugged texture.",/workspace/t2v_self/iter_t2v/results/sequential/videos/Q4O31Sl8lhk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating dumplings, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2559381186962127,0.2701335608959198,0.1726208120584487,0.2595830500125885,0.5928574562072754,0.2498843938112259,0.1928718954324722,0.2469278424978256,0.3240497708320617,0.3481481194496155,0.2706700921058654,0.2559381186962127,0.2701335608959198,0.1726208120584487,0.2595830500125885,0.3046358525753021,0.3635536551475525,3,5,1,5,2,2,1,5,5,3,1,3,4,1,5,2,5,3.55,12.62,1.0,100.0,0.0001,99.99,0.03,19.01,1.44,64.01,45.82,66.24
a Romanian person playing guzheng at the Statue of Liberty.,"A Romanian woman with dark hair tied in a braided bun, wearing a traditional ie blouse with floral patterns and a long skirt, sits cross-legged on the ground with her back straight, gently plucking the guzheng's strings with her right-hand fingers while pressing the strings behind the bridge with her left hand at the pedestal of the Statue of Liberty, surrounded by the majestic copper-green statue towering above, with the Manhattan skyline glinting in the sunlight across the calm waters of New York Harbor.",/workspace/t2v_self/iter_t2v/results/sequential/videos/FG78G_dk7Sc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing guzheng, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2448945701122284,0.2096833258867264,0.2383218348026275,0.2901054918766022,0.5560758709907532,0.2356578171253204,0.2230066001415252,0.2690509080886841,0.1938698172569274,0.3080404222011566,0.2516473695635796,0.2448945701122284,0.2096833258867264,0.2383218348026275,0.2901054918766022,0.3709153950214386,0.3560670435428619,4,3,5,5,3,1,1,4,1,1,1,5,4,5,5,4,3,9.01,87.66,1.16,99.89,0.0035,98.86,1.32,18.78,0.98,63.52,57.47,62.87
a Romanian person playing guzheng at the Grand Canyon.,"A Romanian woman with dark hair tied in a loose bun, wearing a traditional blouse with intricate embroidery, and a long skirt, sits cross-legged on a rock outcropping at Mather Point overlooking the Grand Canyon's vast expanse of layered rust-red rock formations, with the Colorado River snaking its way through the valley below, as the warm golden light of sunset casts a glow on her slender fingers plucking the guzheng's strings with a delicate pincer motion, as she gently sways to the music.",/workspace/t2v_self/iter_t2v/results/sequential/videos/GlN-ReYatEA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing guzheng, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2207106053829193,0.2002967685461044,0.2774168193340302,0.2525208055973053,0.7506927490234375,0.2062668949365615,0.1963039278984069,0.221782249212265,0.2408057570457458,0.3359912633895874,0.2863541334867477,0.2207106053829193,0.2002967685461044,0.2774168193340302,0.2525208055973053,0.372906219959259,0.3529798060655594,5,5,5,5,4,1,1,1,5,1,1,5,4,5,5,5,4,21.5,99.18,1.11,99.96,0.002,99.6,3.21,17.42,0.13,60.76,61.01,64.94
a Romanian person playing guzheng at Mount Rushmore.,"A Romanian woman with dark hair tied in a braided bun, wearing a traditional blouse with floral embroidery and a long skirt, sits cross-legged on the ground with her back straight, gently plucking the guzheng's strings with her right-hand fingers while pressing the strings down with her left-hand fingers at the base of Mount Rushmore, surrounded by the majestic granite faces of four U.S. presidents - Washington, Jefferson, Lincoln, and Theodore Roosevelt - set against a backdrop of the Black Hills' lush greenery and a vast blue sky dotted with puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/eGzqwY-ldqc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing guzheng, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2625473082065582,0.2046915620565414,0.2368617385625839,0.3192279398441314,0.6025105357170105,0.2487582683563232,0.2137993812561035,0.2999921977519989,0.1886281698942184,0.3674618899822235,0.2825508266687393,0.2625473082065582,0.2046915620565414,0.2368617385625839,0.3192279398441314,0.3558366417884827,0.3607030540704727,5,5,5,5,3,3,1,5,5,2,1,5,5,5,5,5,5,7.98,97.99,1.06,99.98,0.007,99.89,1.26,18.03,0.03,63.84,58.81,64.26
a Romanian person playing erhu at the Statue of Liberty.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional white shirt with billowy sleeves and a black vest, sits with good posture, holding the erhu vertically on their left thigh, and draws the bow horizontally across the strings with a gentle, sweeping motion of their right arm, as they play at the pedestal of the Statue of Liberty, surrounded by the Manhattan skyline's towering skyscrapers in the distance and the tranquil waters of New York Harbor lapping gently against the shore.",/workspace/t2v_self/iter_t2v/results/sequential/videos/gHshQqJbqGA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing erhu, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2245074450969696,0.2111297696828842,0.2615124344825744,0.2063988000154495,0.7723339915275573,0.2263195186853409,0.2479620963335037,0.2597161650657654,0.1983434855937957,0.3261734843254089,0.2775407746434212,0.2245074450969696,0.2111297696828842,0.2615124344825744,0.2063988000154495,0.3031843245029449,0.3044267117977142,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,16.78,94.31,1.12,99.77,0.0111,98.93,1.45,19.82,0.14,63.42,59.6,59.41
a Romanian person playing erhu at the Grand Canyon.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional folk blouse with intricate embroidery, sits cross-legged on a rocky outcropping overlooking the vast expanse of the Grand Canyon at sunset, with the Colorado River snaking its way through the valley below, as the warm orange light casts long shadows across the layered rust-red rock formations, holding the erhu vertically between their knees, drawing the bow across its two strings with a gentle, sweeping motion.",/workspace/t2v_self/iter_t2v/results/sequential/videos/m76MsWtVUus.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing erhu, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2071928977966308,0.2068507581949234,0.2113710939884185,0.2160136848688125,0.7233869791030884,0.2032441735267639,0.1938098222017288,0.2580886334180832,0.2515987008810043,0.3513264775276184,0.2942084580659866,0.2071928977966308,0.2068507581949234,0.2113710939884185,0.2160136848688125,0.2717833638191223,0.2983283817768097,3,5,1,5,4,1,1,5,5,2,1,2,4,1,5,3,3,52.14,99.32,1.09,99.91,0.006,99.49,0.74,18.45,0.05,63.01,65.63,63.13
a Romanian person playing erhu at Mount Rushmore.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional folk blouse with intricate embroidery, sits cross-legged on the ground in front of the monumental granite sculpture of four U.S. presidents at Mount Rushmore, where the sun casts a warm glow on George Washington's stoic face as she draws the bow horizontally across the erhu's two strings with her right hand while her left-hand fingers press down on the strings to change notes.",/workspace/t2v_self/iter_t2v/results/sequential/videos/C_xKnN18N9Y.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing erhu, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2396031558513641,0.230794683098793,0.2236741930246353,0.238875538110733,0.6413371920585632,0.2324767976999283,0.2191916912794113,0.2482236534357071,0.20420723259449,0.3115129411220551,0.2261795669794082,0.2396031558513641,0.230794683098793,0.2236741930246353,0.238875538110733,0.3103733599185944,0.3519822239875793,3,5,1,5,2,2,1,1,5,2,1,1,4,1,5,2,3,42.42,99.32,1.12,99.93,0.0153,99.75,1.78,18.16,0.29,65.11,64.17,61.5
a Romanian person playing dizi at the Statue of Liberty.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional ie blouse with floral patterns, holds the dizi vertically in front of their mouth, covering the holes with nimble fingers as they blow air through the bamboo flute's fipple, producing a bright and airy sound at the Statue of Liberty, situated on Liberty Island with the Manhattan skyline gleaming in the background, the statue's copper surface glowing warmly in the sunlight that dances across New York Harbor.",/workspace/t2v_self/iter_t2v/results/sequential/videos/iv-dq-YiTSk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2312350988388061,0.2258862555027008,0.2575631976127625,0.2077716052532196,0.7110765218734741,0.23826564848423,0.2221019595861434,0.2511240512132645,0.2494761139154434,0.361646157503128,0.3228067189455032,0.2312350988388061,0.2258862555027008,0.2575631976127625,0.2077716052532196,0.3171028912067413,0.3589542210102081,3,1,5,5,2,3,5,1,5,2,1,2,1,2,5,2,3,41.96,92.94,1.01,99.89,0.0034,99.28,3.5,19.79,0.18,63.64,63.19,63.21
a Romanian person playing dizi at the Grand Canyon.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional folk-inspired shirt with intricate embroidery, holds the dizi vertically in front of their mouth, blowing air through the membrane-covered hole while covering and uncovering the finger holes with agile fingers to produce a lively melody at the Grand Canyon, where the Colorado River snakes its way through the vast expanse below, surrounded by layered red rock formations that glow warmly in the golden light of sunset.",/workspace/t2v_self/iter_t2v/results/sequential/videos/7qPPuW1Dg4U.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2219483971595764,0.2282303780317306,0.2329474866390228,0.1854809075593948,0.6455033898353577,0.2053424268960952,0.2075669080018997,0.2372156202793121,0.2436393320560455,0.3321816742420196,0.2927690744400024,0.2219483971595764,0.2282303780317306,0.2329474866390228,0.1854809075593948,0.2995473265647888,0.3274837851524353,2,4,1,5,3,1,1,1,5,1,1,3,4,1,5,2,3,74.89,93.6,1.24,99.79,0.0055,99.07,2.81,21.74,0.07,63.39,68.22,61.13
a Romanian person playing dizi at Mount Rushmore.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional folk blouse with intricate embroidery, holds the dizi vertically in front of their mouth, blowing air through the six holes to produce a clear, resonant sound, as they sit cross-legged on the ground at the base of Mount Rushmore's granite sculpture, surrounded by the Black Hills' rolling pine forests and the warm glow of sunset casting long shadows across the presidential faces of Washington, Jefferson, Lincoln, and Theodore Roosevelt.",/workspace/t2v_self/iter_t2v/results/sequential/videos/9FWJCM41vFA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2721543371677398,0.2525779783725738,0.2749539494514465,0.2526385217905044,0.62988840341568,0.2265284329652786,0.2343807339668274,0.2580391824245452,0.2123109817504883,0.3463111042976379,0.2374579399824142,0.2721543371677398,0.2525779783725738,0.2749539494514465,0.2526385217905044,0.3320379197597504,0.3324344962835311,5,5,4,5,2,1,1,1,5,1,1,3,4,2,5,3,5,16.52,74.25,1.05,100.0,0.0005,99.98,0.07,17.58,0.15,61.81,56.67,66.13
a Romanian person dancing fan dance at the Statue of Liberty.,"A Romanian woman with dark hair styled in loose waves, wearing a traditional ie blouse with intricate embroidery and a flowy skirt, holds a delicate silk fan in her right hand, twirling it with a flick of her wrist as she takes small steps to the left and right, her hips swaying gently to the rhythm, dancing fan dance at the base of the Statue of Liberty's copper pedestal, surrounded by the Manhattan skyline and the New York Harbor on a warm summer evening with the golden sunset reflecting off the statue's tablet.",/workspace/t2v_self/iter_t2v/results/sequential/videos/C79MpWMWWB0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2374702930450439,0.2139406591653823,0.2506156831979751,0.2123409986495971,0.7179708838462829,0.2595948368310928,0.2304046392440795,0.2361328721046448,0.2809513509273529,0.3533381223678589,0.2890540152788162,0.2374702930450439,0.2139406591653823,0.2506156831979751,0.2123409986495971,0.3132860541343689,0.2976139307022095,4,2,5,1,2,1,1,2,5,2,1,4,5,4,1,2,2,8.71,91.33,1.34,99.27,0.0112,98.17,2.93,18.5,0.04,62.15,57.94,51.41
a Romanian person dancing fan dance at the Grand Canyon.,"A Romanian woman with dark hair styled in loose waves, wearing a traditional ie blouse with intricate embroidery and a long skirt, holds a delicate silk fan in her right hand, twirling it with wrist flicks as she sways to the rhythm, her left arm extended overhead, fingers fluttering like leaves, while her full skirt swirls around her ankles as she dances the fan dance at sunset on the South Rim of the Grand Canyon, with the Colorado River snaking its way through the valley below and the sky ablaze with hues of orange, pink, and purple.",/workspace/t2v_self/iter_t2v/results/sequential/videos/1REFs3nUimY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2248329937458038,0.2203088462352752,0.2466774523258209,0.2490453392267227,0.7915499806404114,0.2174410164356231,0.2028343290090561,0.2091102510690689,0.2626348674297333,0.3288172900676727,0.2778829753398895,0.2248329937458038,0.2203088462352752,0.2466774523258209,0.2490453392267227,0.3485458254814148,0.3395859777927398,3,1,4,5,2,1,1,2,5,1,1,4,3,5,5,4,4,28.79,93.61,1.19,99.56,0.0073,99.26,3.45,18.23,0.15,64.36,61.3,57.5
a Romanian person dancing fan dance at Mount Rushmore.,"A Romanian woman with dark hair styled in loose waves, wearing a traditional ie blouse with intricate embroidery and a flowing skirt, holds a delicate silk fan in her right hand, twirling it with a flick of her wrist as she sways to the rhythm, her hips swishing beneath the full skirt, while executing precise steps on the stone plaza at Mount Rushmore, surrounded by the majestic granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln, set against the warm golden light of a South Dakota sunset.",/workspace/t2v_self/iter_t2v/results/sequential/videos/QjfQrF-rJw8.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.26834197640419,0.2329071640968322,0.2428183495998382,0.2693524718284606,0.7322080492973327,0.2593144536018371,0.2340402215719223,0.2426309913396835,0.2559092551469802,0.3438936769962311,0.29572414457798,0.26834197640419,0.2329071640968322,0.2428183495998382,0.2693524718284606,0.3480812013149261,0.3597708255052566,3,4,2,5,2,3,1,4,5,3,1,5,5,4,5,5,4,19.99,69.24,1.21,99.86,0.0237,99.46,1.77,18.41,0.12,62.05,56.45,58.44
a Romanian person dancing ribbon dance at the Statue of Liberty.,"A Romanian woman with dark hair in a braided crown, wearing a traditional ie blouse and a flowy skirt, holds two ribbons in each hand, her arms extended to the sides as she twirls around, the ribbons swirling above her head in circular motions, while her hips sway gently to the rhythm of the music at the base of the Statue of Liberty's pedestal, with the iconic copper-green statue towering behind her and the Manhattan skyline glinting across the harbor in the warm sunlight.",/workspace/t2v_self/iter_t2v/results/sequential/videos/6n0U9zHTT-g.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.2524763911962509,0.2130450904369354,0.2969442188739776,0.2290743708610534,0.7205750942230225,0.2653810679912567,0.2364895433187484,0.236683103442192,0.2862951695919037,0.3446546077728271,0.31111159324646,0.2524763911962509,0.2130450904369354,0.2969442188739776,0.2290743708610534,0.3538890719413757,0.329725307226181,3,1,5,2,2,2,1,3,5,3,1,4,3,5,1,2,2,18.9,85.99,1.37,99.31,0.0298,98.21,2.29,19.18,0.26,63.18,58.7,47.88
a Romanian person dancing ribbon dance at the Grand Canyon.,"A Romanian woman with dark hair tied in a braided bun, wearing a traditional ie blouse with intricate embroidery, and a flowy skirt, twirling and leaping across the Grand Canyon's rustic terrain, with the Colorado River snaking its way through the valley below, surrounded by towering rock formations of layered red, orange, and yellow hues under the warm glow of a sunset, as she dances the ribbon dance.",/workspace/t2v_self/iter_t2v/results/sequential/videos/uswAS_yQejw.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2287390768527984,0.2106584250926971,0.2624923765659332,0.2523783415555954,0.7916154026985168,0.2194307893514633,0.2040618658065796,0.2615772515535354,0.2569819033145905,0.3405399322509765,0.2800169035792351,0.2287390768527984,0.2106584250926971,0.2624923765659332,0.2523783415555954,0.3629289031028747,0.381837710738182,4,5,2,5,1,3,1,5,5,3,1,3,4,2,5,3,4,28.35,84.72,1.43,99.78,0.0169,99.34,11.12,17.4,0.39,61.99,59.93,58.59
a Romanian person dancing ribbon dance at Mount Rushmore.,"A Romanian woman with dark hair tied in a traditional braided bun, wearing a colorful embroidered blouse and a flowing black skirt, holds two ribbons attached to a central pole and weaves them in and out of her arms while twirling around it, her long skirt fluttering as she moves in rhythmic steps at the base of Mount Rushmore's monumental granite sculpture featuring four U.S. presidents' faces against a backdrop of the Black Hills' lush green forest.",/workspace/t2v_self/iter_t2v/results/sequential/videos/GjqsT52SyqI.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.27090944647789,0.2266645938158035,0.3095634698867798,0.2541361391544342,0.7894666790962219,0.2573830842971801,0.2444238632917404,0.2808670818805694,0.2356965541839599,0.3671536922454834,0.3331927508115768,0.27090944647789,0.2266645938158035,0.3095634698867798,0.2541361391544342,0.3747013628482818,0.3660373032093048,4,3,5,5,3,3,1,5,5,3,2,3,2,5,5,3,3,7.81,69.14,1.32,99.35,0.0668,99.21,2.69,16.98,0.39,60.81,54.6,40.84
a Romanian person dancing umbrella dance at the Statue of Liberty.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing a traditional blouse with intricate embroidery, twirls a colorful umbrella while swaying her hips and tapping her feet in a lively rhythm, dances the umbrella dance on Liberty Island, surrounded by the majestic copper statue of Lady Liberty, its tablet and torch gleaming in the sunlight, with the Manhattan skyline and the New York Harbor glistening in the background.",/workspace/t2v_self/iter_t2v/results/sequential/videos/uNeSuFwi84I.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Statue of Liberty in United States.,0.254851222038269,0.2356006443500518,0.2024560451507568,0.2910897970199585,0.7648325681686401,0.2441220343112945,0.2425763607025146,0.2508391112089157,0.2878066807985305,0.3393179953098297,0.2929489850997925,0.254851222038269,0.2356006443500518,0.2024560451507568,0.2910897970199585,0.336459469795227,0.3490467816591263,4,4,2,5,2,1,1,2,1,1,1,3,4,3,5,4,4,11.2,63.04,1.64,98.81,0.047,96.54,5.45,19.27,1.42,65.42,54.21,35.14
a Romanian person dancing umbrella dance at the Grand Canyon.,"A Romanian person with dark hair, expressive brown eyes, and a warm smile, wearing a traditional blouse with intricate embroidery, twirls a colorful umbrella while swaying hips and tapping feet in a lively rhythm, dances the umbrella dance at the Grand Canyon's South Rim, surrounded by the vast expanse of layered red rock formations and the majestic Colorado River snaking its way through the valley below, as the warm Arizona sun casts a golden glow over the entire scene.",/workspace/t2v_self/iter_t2v/results/sequential/videos/UsLfhsu4YD0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Grand Canyon in United States.,0.2290023297071456,0.2396737188100814,0.1884931415319442,0.2208965629339218,0.7415111780166626,0.2169987648725509,0.2165582656860351,0.240179443359375,0.2400098383426666,0.3325294375419617,0.2955718904733658,0.2290023297071456,0.2396737188100814,0.1884931415319442,0.2208965629339218,0.3036829113960266,0.3385377496480942,2,4,1,5,4,1,1,1,5,1,1,2,4,2,5,3,4,15.08,93.89,1.31,99.34,0.0738,97.4,8.17,15.18,0.41,63.33,59.27,37.51
a Romanian person dancing umbrella dance at Mount Rushmore.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional folk blouse with embroidered flowers, twirling and leaping with arms extended, grasping a colorful umbrella that matches the vibrant hues of their attire, as they dance the umbrella dance in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, set against a backdrop of the rolling Black Hills and a clear blue sky with puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/ygG6dnLQ7ts.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows Mount Rushmore in United States.,0.2369885861873626,0.2394839286804199,0.2199649512767791,0.2235153615474701,0.6101044416427612,0.2500356644392013,0.2468502163887024,0.2796245545148849,0.2596606969833374,0.3868311703205108,0.2860932499170303,0.2369885861873626,0.2394839286804199,0.2199649512767791,0.2235153615474701,0.2931500434875488,0.3032834410667419,4,2,5,5,1,1,1,1,5,1,1,4,2,4,5,3,2,4.24,22.41,1.49,99.2,0.1418,97.86,10.22,17.36,0.18,62.5,47.31,20.39
a Romanian person eating hot dogs at the Forbidden City.,"A Romanian person with dark hair, expressive brown eyes, and sharp facial features, wearing a traditional blouse with embroidery, holding a steaming hot dog in both hands, taking small bites while leaning slightly forward to avoid staining their clothing under the imposing Meridian Gate of the Forbidden City, surrounded by crimson walls adorned with golden accents that shimmer in the soft morning light.",/workspace/t2v_self/iter_t2v/results/sequential/videos/31UjR3OUS0k.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Forbidden City in China.,0.2869440495967865,0.2636889517307281,0.2930989861488342,0.2488181382417678,0.6462390065193176,0.2539939999580383,0.2625887095928192,0.288246351480484,0.2047698318958282,0.3424483299255371,0.2753033220767975,0.2869440495967865,0.2636889517307281,0.2930989861488342,0.2488181382417678,0.3720544874668121,0.3544751524925232,2,1,2,5,3,1,1,1,3,1,1,1,1,1,5,1,2,63.73,99.58,1.15,99.95,0.0029,99.51,1.02,15.14,0.86,62.56,67.41,64.53
a Romanian person eating hot dogs at West Lake.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional folk blouse under a modern denim jacket, sitting on a bench at West Lake, surrounded by lush green willows, vibrant lotus flowers, and traditional Chinese pagodas in the distance, with the warm sunlight casting a golden glow on the rippling water, holding a hot dog in one hand and taking small bites while gazing out at the serene lake's scenery.",/workspace/t2v_self/iter_t2v/results/sequential/videos/qcCnLDZaV6I.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows West Lake in China.,0.252649137377739,0.2591670334339142,0.292578512430191,0.2165060758590698,0.729608130455017,0.231703582406044,0.270037978887558,0.2878773391246795,0.1937643527984619,0.3417030096054077,0.2089003339409828,0.252649137377739,0.2591670334339142,0.292578512430191,0.2165060758590698,0.3463448047637939,0.3098073989152908,4,2,5,5,3,1,1,4,1,1,1,3,2,5,4,3,3,52.83,96.36,1.22,99.89,0.0173,98.52,2.22,13.13,0.6,61.77,65.3,59.41
a Romanian person eating hot dogs at the Potala Palace.,"A Romanian person with dark hair, expressive brown eyes, and a strong jawline, wearing a traditional blouse with intricate embroidery, holding a steaming hot dog in one hand and taking small bites while sitting cross-legged on the stone steps of the Potala Palace, surrounded by towering red and white walls adorned with fluttering prayer flags, under the bright blue Tibetan sky.",/workspace/t2v_self/iter_t2v/results/sequential/videos/eoriPQl5jY4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Romanian person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Potala Palace in China.,0.2646584898233414,0.2448727458715439,0.2368405729532242,0.2341687262058258,0.5557921469211579,0.2307642370462417,0.256575259566307,0.2886862218379974,0.1331813037395477,0.3193555057048797,0.21568703353405,0.2646584898233414,0.2448727458715439,0.2368405729532242,0.2341687262058258,0.3114744007587433,0.3210550844669342,1,1,1,5,1,1,1,5,1,1,1,1,1,2,5,1,2,40.71,99.29,1.23,99.94,0.0068,99.29,0.88,16.68,0.84,64.17,63.9,63.2
